id,LoanTypeDescription,Source,Rate,LoanTerm,AmountDisbursed,LoanOpenDate,LoanPayment,LoanPaymentMethodDesc,LoanCreditHighBal,PaymentMethods,InstancesOfDelinquency,CreditLifeInsurance,CreditDisabilityInsurance,ApprovalOfficerNumber,BranchName,IsRefinance,IsAddon,IsSecure,Zip,CreditScore,BankruptcyScore,OccupancyStatus,OccupancyDuration,MonthlyRent,Occupation,EmployedMonths,EmploymentStatus,IncomeVerifyMethod,TotalMonthlyIncome,MonthlyLiability,CoCreditScore,CoBankruptcyScore,CoOccupancyStatus,CoOccupancyDuration,CoMonthlyRent,CoOccupation,CoEmployedMonths,CoEmploymentStatus,CoTotalMonthlyIncome,CoMonthlyLiability,TotalDebtToIncomeFund,RevolvingDebtAmounts,NumberOfOpenRevolvingAccounts,TotalUnsecureBalance,TotalMonthlyDebt,Age_LoanOpenDate,MonthsOfMembership_loanopendate,AccountOpenDate,MonthsOfMembership,EstatementIndicator,DebitCardIndicator,CreditCardIndicator,DirectDepositsReceived,AvgDirectDeposit,SavingsProductsPreLoan,SavingsProductsPostLoan,LoanProductsPreLoan,LoanProductsPostLoan,AvgTotalDeposits,HomeBankingFirstLogInDate,NumberOfLoginsBeforeLoan,NumberOfLoginsAfterLoan,DealershipName,TotalVehicleValue,FundedLTV,EstimatedVehiclePayment,VehicleColor,VehicleMake,VehicleModel,VehicleMileage,IsNewVehicle,VehicleYear,IsIndirectLoan,TradeValue,TradeAllowance,TradeType,TradePayoff,TradeMake,TradeModel,GAPInsurance,IWS,BinaryTarget
95706,USEDAUTO,LENDER,14.5,81,16879.29,04FEB2014,307.2,Cash,16880.0,Unknown--ACH-1-Cash-9,2,N,N,1289,Kissimmee,N,N,Y,32822,539,275,RENT,24,500.0,CUSTOMERSERVICE,22,EM,,1733.0,110.0,,,,,,,,,,,54.24100000000001,0.0,0.0,200.0,110.0,29,0,04FEB2014,43,Y,N,N,,,0,0,1,0,5.0,2/6/2014,0,90,WORLDCARCENTER&FINANCING,14500.0,116.409,307.2,,MAZDA,MAZDA6-4CYL.SEDAN4DITOURING,51262,N,2012,N,0.0,0.0,,0.0,,,Y,Y,1
96174,USEDAUTO,LENDER,2.75,48,15321.29,05FEB2014,358.03,Cash,15322.0,Unknown--Check-1-HomeBanking-34,0,Y,Y,1394,MetroWest,N,N,Y,34761-5073,544,203,BUYING,24,0.0,MANAGER,36,EM,,7168.0,2342.0,,,,,,,,,,,37.668,549.0,3.0,549.0,2700.03,28,214,08APR1996,257,Y,N,N,,,2,0,0,0,5.3488,11/26/2012,145,1571,,27625.0,55.462,333.98,,FORD,MUSTANGCOUPE2DGTV8,22500,N,2013,N,0.0,0.0,,0.0,,,N,N,0
288550,USEDAUTO,LENDER,2.49,68,18113.7,04MAR2016,293.38,Cash,18127.1,Unknown--Cash-2,0,Y,N,1484,MSC,N,N,Y,33837-5107,593,264,RENT,12,1160.0,RESTAURANTMANAGER,32,EM,,5159.93,378.0,0.0,293.0,RENT,12.0,0.0,STUDENT,12.0,ST,0.0,0.0,35.492,607.0,2.0,725.0,671.38,41,58,09MAY2011,76,Y,N,N,1.0,7183.05,1,0,1,0,817.7936,10/28/2012,42,0,REDHOAGLANDHYUNDAI,30675.0,59.05,280.56,,HYUNDAI,SONATA,15638,N,2015,N,0.0,0.0,,0.0,,,N,N,0
240148,INDIRECTNEWAUTO,GATEWAY,3.29,78,23041.61,27AUG2015,328.96,Coupon,23041.61,ACH-15-Draft-9,0,N,N,1484,ConsumerLending,N,N,Y,32707,757,320,LIVEWITHPARENTS,84,300.0,OFFICEMANAGER,2,EM,,2916.67,316.0,759.0,447.0,LIVEWITHPARENTS,180.0,300.0,ACCOUNTSPAYABLE,30.0,EM,2583.33,0.0,22.636,4205.0,5.0,8314.0,644.96,25,0,26AUG2015,25,Y,N,N,,,1,0,0,0,5.0,,0,0,UNIVERSALNISSAN,24295.0,94.841,310.4,,NISSAN,ROGUE,9,Y,2015,Y,0.0,0.0,,0.0,,,N,N,0
384316,INDIRECTNEWAUTO,GATEWAY,4.95,75,38771.67,07FEB2017,603.32,Coupon,38771.67,ACH-6,0,N,N,1439,ConsumerLending,N,N,Y,34748-9749,683,204,BUYING,10,0.0,REGIONALMANAGEROFOPERAT,133,EM,,7666.67,2245.0,,,,,,,,,,,37.152,10413.0,3.0,10413.0,2848.32,50,0,07FEB2017,7,N,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALHYUNDAI,35585.0,108.955,562.56,,HYUNDAI,SONATAHYBRIDLIMITED2.0L,15,Y,2017,Y,500.0,500.0,,0.0,HYUNDAI,SONATA,N,N,0
89336,USEDAUTO,LENDER,2.75,50,16026.67,10JAN2014,361.11,Cash,16027.0,Cash-32,20,Y,Y,1340,MetroWest,N,N,Y,32811-8328,573,297,OTHER,24,0.0,RECIEVINGOVERNIGHT,24,EM,,1698.67,20.0,,,,,,,,,,,22.436,33.0,1.0,197.0,381.11,24,39,25OCT2010,83,Y,N,Y,,,1,0,0,0,9.1593,,0,0,AUTOWHOLESALEDIRECT,14675.0,109.211,296.98,,NISSAN,SENTRA-4CYL.SEDAN4D2.0S,33502,N,2012,N,0.0,0.0,,0.0,,,Y,Y,0
93447,INDIRECTUSEDAUTO,GATEWAY,4.74,75,22371.62,23JAN2014,345.9,Cash,22372.0,ACH-34,0,N,N,1340,,N,N,Y,32714,711,264,RENT,17,400.0,OPERATIONSCOORDINATOR,24,EM,,3000.0,171.0875,,,,,,,,,,,30.566,3204.0,3.0,10947.0,516.9875,26,0,23JAN2014,44,N,N,N,1.0,5.0,0,1,0,0,4.8387,,0,0,UNIVERSALNISSAN,20150.0,111.025,340.96,,HYUNDAI,TUCSONFWD4DRAUTOGLSPZEV,27704,N,2011,Y,500.0,500.0,,0.0,,,N,N,0
150717,USEDAUTO,LENDER,12.0,54,11904.6,18JUL2014,287.77,Cash,11905.0,Unknown--Cash-22-Check-1,3,N,N,1340,Kissimmee,N,N,Y,34741,0,0,LIVEWITHPARENTS,48,200.0,HOUSEMAN,10,EM,,1553.0,0.0,,,,,,,,,,,31.408,0.0,0.0,0.0,287.77,19,0,18JUL2014,38,Y,N,N,,,0,0,0,0,2.5,8/29/2014,0,5,BELLAUTOMALL,10575.0,112.573,273.77,,SCION,TC-4CYL.,113482,N,2008,N,0.0,0.0,,0.0,,,Y,Y,1
121441,INDIRECTUSEDAUTO,GATEWAY,7.5,75,23378.99,17APR2014,392.64,Cash,23379.0,Unknown--ACH-6-Check-1-Draft-6-HomeBanking-22,1,N,N,1054,,N,N,Y,32818,0,294,RENT,36,350.0,MGR,108,EM,,3631.51,0.0,,,,,,,,,,,20.45,0.0,1.0,0.0,392.64,31,0,17APR2014,41,N,N,N,55.0,1647.1185,0,2,0,0,218.4005,9/10/2015,0,585,REEDNISSAN,22625.0,103.333,397.21,,NISSAN,ROGUEAWD4DRSV,26441,N,2011,Y,500.0,500.0,,0.0,CHEVROLET,MALIBU,N,N,0
177596,USEDAUTO,LENDER,3.35,60,16110.33,24OCT2014,292.4,AutoTransfer,16111.0,Unknown--Cash-1,0,N,N,1484,Kissimmee,N,N,Y,34771,757,300,BUYING,132,0.0,RN,108,EM,,6200.0,1249.0,0.0,0.0,LIVEWITHPARENTS,132.0,200.0,STUDENT,24.0,,0.0,0.0,28.087,2142.0,7.0,55283.0,1541.4,52,357,28JAN1985,392,Y,N,N,95.0,2104.4542,3,1,0,0,6894.6967,11/6/2012,167,311,STARLINGCHEVROLETBUICKGMCSTCLOUD,18975.0,84.90299999999998,290.51,,KIA,OPTIMA,14575,N,2014,N,0.0,0.0,,0.0,,,N,N,0
424809,INDIRECTNEWAUTO,GATEWAY,3.45,84,26615.58,28JUN2017,357.6,Coupon,26615.58,Draft-2,0,N,N,1289,ConsumerLending,N,N,Y,32824-6153,794,433,RENT,120,300.0,HOSTESS,118,EM,,2375.0,242.0,,,,,,,,,,,37.878,13.0,1.0,13.0,599.6,29,0,28JUN2017,3,Y,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALNISSAN,19315.0,137.797,327.36,,NISSAN,SENTRASCVT,5,Y,2017,Y,0.0,-5140.0,,5140.0,NISSAN,VERSA,N,N,0
330973,USEDAUTO,CONSUMER,4.15,81,22830.39,28JUL2016,324.2,Cash,22830.39,Unknown--Cash-1,0,N,N,1340,VirtualBranch,N,N,Y,34744-8548,686,291,BUYING,4,0.0,DOCUMENTADMINMANAGER,204,EM,,6666.67,1996.0,,,,,,,,,,,34.803000000000004,0.0,1.0,0.0,2320.2,40,0,26JUL2016,14,Y,N,N,,,1,0,0,0,19.8651,,0,0,CARMAX,18125.0,125.961,462.87,,NISSAN,ALTIMA,8060,N,2014,N,0.0,0.0,,0.0,,,Y,Y,0
112358,INDIRECTNEWAUTO,GATEWAY,7.5,75,13801.76,23MAR2014,231.78,Cash,13802.0,Unknown--Check-2-Draft-36,0,N,N,1394,,N,N,Y,32703,0,0,LIVEWITHPARENTS,120,0.0,TELLER,6,EM,,1333.33,0.0,,,,,,,,,,,17.384,0.0,0.0,0.0,231.78,21,0,23MAR2014,42,N,N,N,,,0,1,0,0,4.758,,0,0,CARLBLACKCHEVROLETBUICKGMC,19280.0,71.586,214.04,,CHEVROLET,CRUZE,17,Y,2014,Y,500.0,500.0,,0.0,MAZDA,PROTEGE,N,N,0
137945,USEDAUTO,LENDER,12.0,60,7358.9,07JUN2014,164.55,Cash,0.0,Unknown-,0,N,N,1249,Kissimmee,N,N,Y,34746,0,294,RENT,2,312.0,ASSTMANAGER,18,EM,PAYSTUBS,1696.07,33.0,,,,,,,,,,,30.043000000000006,0.0,0.0,1102.0,197.55,24,0,07JUN2014,39,N,N,N,,,0,0,0,2,0.0,,0,0,FIRSTTRADINGCOMPANY-INC,7450.0,98.777,167.2,WHITE,FORD,CROWNVICTORIA-V8,82890,N,2008,N,0.0,0.0,,0.0,,,Y,N,0
130157,USEDAUTO,LENDER,8.0,78,15715.14,16MAY2014,276.17,Cash,15716.0,ACH-29-Cash-5,0,N,Y,1439,CFEArena,N,N,Y,32822,635,293,LIVEWITHPARENTS,36,0.0,FLOORSALESMEN,3,EM,,1215.5,153.0,,,,,,,,,,,35.308,494.0,1.0,12296.0,429.17,21,0,14MAY2014,40,Y,N,N,,,2,0,0,0,2.76,,0,0,CARMAX,15050.0,104.42,259.73,,VOLKSWAGEN,JETTA-5CYL.,39910,N,2010,N,0.0,0.0,,0.0,,,Y,N,0
165602,INDIRECTUSEDAUTO,GATEWAY,8.0,48,8839.32,25SEP2014,215.79,Coupon,8840.0,ACH-33-Cash-1,0,N,N,1054,,N,N,Y,32110,618,267,BUYING,432,0.0,DISABLED,120,OT,,1200.0,0.0,,,,,,,,,,,17.982,0.0,0.0,0.0,215.79,56,0,25SEP2014,36,Y,N,N,1.0,40.0,0,1,0,0,5.0,,0,0,NAPLETONSVWOFORLANDO,13200.0,66.965,301.05,,HONDA,CR-V-4CYL.,42762,N,2006,Y,0.0,0.0,,0.0,,,N,N,0
422294,USEDBOAT,LENDER,10.5,66,14586.1,19JUN2017,293.13,Cash,14586.1,Unknown--Cash-1-Check-1,0,N,N,1249,PineHills,N,N,Y,32703-1966,702,179,BUYING,12,0.0,SERVICEDIRECTOR,42,EM,,13333.33,3625.0,,,,,,,,,,,29.386,15152.0,10.0,15152.0,3918.13,42,23,06JUL2015,26,Y,N,N,,,1,0,2,0,68.0674,,0,0,FERRARIOFCENTRALFLORIDA,18215.0,80.077,291.4,,SEADOO,RXP-X300,0,N,2016,N,0.0,0.0,,0.0,,,N,N,0
357662,USEDAUTO,LENDER,3.5,69,22704.55,03NOV2016,373.45,Cash,22721.35,Check-10,0,Y,N,1340,LakeMary,N,N,Y,32746,614,109,BUYING,180,0.0,REALESTATE,384,SE,,4000.0,1724.0,788.0,427.0,BUYING,2.0,0.0,BROOKER,24.0,EM,3833.33,0.0,26.776,19023.0,7.0,19023.0,2097.45,65,0,02NOV2016,10,Y,N,N,,,1,0,0,0,5.0,,0,0,,28675.0,79.179,372.14,,MERCEDES-BENZ,SCLASS,40500,N,2007,N,0.0,0.0,,0.0,,,N,N,0
407293,INDIRECTNEWAUTO,GATEWAY,7.25,75,25425.54,26MAY2017,423.77,Coupon,25425.54,ACH-2-Cash-1,1,N,N,1289,ConsumerLending,N,N,Y,32792-9196,633,262,OTHER,24,300.0,TECH,2,EM,,2600.0,103.92,,,,,,,,,,,31.834,1556.0,4.0,5171.0,527.69,23,0,26MAY2017,4,N,N,N,,,0,0,0,0,5.0,,0,0,SPORTMAZDA,24225.0,104.956,398.2,,MAZDA,MAZDA6,19,Y,2017,Y,0.0,-1200.0,,1200.0,HYUNDAI,ACCENT,N,N,0
378144,USEDAUTO,LENDER,4.3,72,12926.34,20JAN2017,204.4,AutoTransfer,12926.34,Unknown-,0,N,N,1340,Leesburg,N,N,Y,32778-5773,712,315,RENT,117,622.0,RETIRED/MENTALHEALTH,164,RE,PENSION,1572.97,0.0,,,,,,,,,,,42.03,0.0,0.0,0.0,204.4,81,104,02MAY2008,112,N,Y,N,8.0,1582.505,4,0,0,0,918.7751,,0,0,,11150.0,115.931,173.14,RED,NISSAN,SENTRA,35239,N,2014,N,0.0,0.0,,0.0,,,Y,Y,0
316801,INDIRECTNEWAUTO,GATEWAY,4.2,72,21986.89,09JUN2016,348.18,Coupon,21986.89,Cash-1-Check-12-Draft-2,0,N,N,1054,ConsumerLending,N,N,Y,32835,675,327,OWN,30,0.0,ASSTMGR,42,EM,,2500.0,500.34,,,,,,,,,,,33.941,2174.0,5.0,10091.0,848.52,38,0,09JUN2016,15,N,N,N,,,0,0,0,0,5.0,,0,0,HOLLERHONDA,21875.0,100.511,331.85,,HONDA,CIVICSEDAN4DRCVTEX,431,Y,2016,Y,0.0,0.0,,0.0,,,N,N,0
93888,INDIRECTUSEDAUTO,GATEWAY,5.74,72,28423.42,25JAN2014,467.58,Cash,28424.0,Unknown--Cash-25-Check-1,0,N,N,1394,,N,N,Y,34753,687,283,OTHER,288,375.0,TRUCKDRIVER,48,EM,,4333.0,1587.0,,,,,,,,,,,56.072,3683.0,3.0,4644.0,2054.58,54,0,25JAN2014,44,N,N,N,,,0,1,0,0,0.0,,0,0,DONMEALEYCHEVROLET,23400.0,121.468,425.95,,CHEVROLET,SILVERADO15002WDCREWCAB143.5LT,34392,N,2009,Y,0.0,0.0,,0.0,,,N,N,0
320117,INDIRECTUSEDAUTO,GATEWAY,7.49,75,19066.0,27JUN2016,319.84,AutoTransfer,19066.0,Unknown--Cash-8,0,N,N,1208,ConsumerLending,N,N,Y,32771,656,205,BUYING,38,0.0,ENVIREMENT,63,EM,,3487.0,1013.27,,,,,,,,,,,38.231,3595.0,6.0,9929.0,1333.11,56,0,27JUN2016,15,N,N,N,13.0,256.6153,0,1,0,0,10.0578,,0,0,ORLANDOKIANORTH,13275.0,143.623,318.98,,KIA,FORTE4DRSDNAUTOEX,36955,N,2014,Y,0.0,0.0,,0.0,,,N,N,0
368332,USEDAUTO,CONSUMER,3.5,60,14567.57,19DEC2016,265.36,Coupon,14567.57,Check-1-Draft-8,0,N,N,1322,VirtualBranch,N,N,Y,32829-8255,790,343,LIVEWITHPARENTS,132,800.0,SCHOOLSOCIALWORKER,84,EM,PAYSTUBS,3965.41,28.0,,,,,,,,,,,27.572,2836.0,5.0,2836.0,293.36,33,75,09SEP2010,84,Y,N,N,,,2,0,0,0,604.6311,,0,0,ENTERPRISECARSALES,14150.0,102.951,264.43,,HYUNDAI,SONATA,45931,N,2015,N,0.0,0.0,,0.0,,,N,N,0
93632,INDIRECTNEWAUTO,GATEWAY,8.0,60,28390.41,24JAN2014,467.77,Cash,28391.0,Unknown-,1,N,N,1054,,N,N,Y,32837,629,283,RENT,84,400.0,MANAGER,24,EM,,1400.0,1201.0,643.0,293.0,RENT,84.0,0.0,TRAFFICCOORDINATOR,90.0,EM,3500.0,0.0,44.46,8592.0,10.0,86377.0,1201.0,52,0,24JAN2014,44,N,N,N,,,0,0,0,0,0.0,,0,0,UNIVERSALNISSAN,22615.0,125.538,467.77,,HYUNDAI,TUCSONFWD4DRGLS,12,Y,2014,Y,0.0,0.0,,0.0,,,N,N,1
115460,USEDAUTO,LENDER,14.5,66,11863.65,08APR2014,282.61,Cash,11864.0,Check-1,3,Y,Y,1340,EastOrlando,N,N,Y,32966-8964,560,253,RENT,12,400.0,MANAGER,15,EM,,2200.0,190.0,,,,,,,,,,,39.664,0.0,0.0,0.0,472.61,25,0,08APR2014,41,N,N,N,,,0,0,0,0,0.0,,0,0,AUTOMALLOFFLORIDA,12700.0,93.415,502.92,,MERCEDES-BENZ,CCLASS,88477,N,2007,N,0.0,0.0,,0.0,,,Y,N,0
287190,USEDAUTO,LENDER,3.24,60,15103.2,26FEB2016,294.74,Coupon,15178.51,Unknown--HomeBanking-17,0,Y,Y,1484,EastOrlando,N,N,Y,32828,679,353,LIVEWITHPARENTS,180,300.0,SOFTWAREDEVELOPER,24,EM,,3583.33,537.91,,,,,,,,,,,31.609,6926.0,2.0,46538.0,832.65,26,0,26FEB2016,19,Y,N,N,38.0,252.9313,0,0,0,0,1657.1319,,0,0,,14625.0,103.27,271.5,,VOLKSWAGEN,JETTA,30000,N,2015,N,0.0,0.0,,0.0,,,N,N,0
388032,INDIRECTNEWAUTO,GATEWAY,4.95,84,35745.51,24FEB2017,505.41,Coupon,35745.51,Unknown--Cash-5,0,N,N,1249,ConsumerLending,N,N,Y,34741-2559,672,284,LIVEWITHPARENTS,36,300.0,HOUSEKEEPINGSUPERVISOR,30,EM,,2000.0,522.0,607.0,186.0,LIVEWITHPARENTS,36.0,0.0,SALES,66.0,EM,3908.33,0.0,22.467,9077.0,13.0,9859.0,1027.41,53,0,24FEB2017,7,N,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALNISSAN,26110.0,136.904,438.35,,HYUNDAI,ELANTRASPORT1.6TAUTO(ULSAN),40,Y,2017,Y,1800.0,1800.0,,0.0,HYUNDAI,SONATA,N,N,0
238519,INDIRECTUSEDAUTO,GATEWAY,7.2,75,30801.58,31AUG2015,512.72,Coupon,30801.58,Unknown--Cash-4-Check-1,0,N,N,1249,ConsumerLending,N,N,Y,32927,638,93,OTHER,256,300.0,DIRECTOR,101,EM,,4833.33,1166.0,,,,,,,,,,,40.939,3922.0,8.0,8675.0,1678.72,59,0,31AUG2015,25,N,N,N,,,0,0,0,0,0.4229,,0,0,UNIVERSALNISSAN,35725.0,86.219,499.45,,JAGUAR,XJ4DRSDNXJL,64402,N,2011,Y,0.0,0.0,,0.0,,,N,N,0
132539,INDIRECTUSEDAUTO,GATEWAY,12.0,72,18173.75,19MAY2014,357.06,Cash,18174.0,Cash-34,0,N,N,1054,ConsumerLending,N,N,Y,34787,0,150,LIVEWITHPARENTS,36,0.0,ASSTMANAGER,30,EM,,2100.0,0.0,,,,,,,,,,,17.003,0.0,0.0,0.0,357.06,44,0,19MAY2014,40,N,N,N,,,0,1,0,0,5.0,,0,0,SUTHERLINNISSAN,18200.0,99.856,341.42,,NISSAN,ALTIMA4DRSDNI4CVT2.5SL,58202,N,2012,Y,0.0,0.0,,0.0,,,N,N,0
133493,USEDAUTO,LENDER,2.75,48,16063.35,03JUN2014,354.21,Cash,16064.0,Unknown--Check-3-Draft-12-HomeBanking-68,17,N,N,1054,Kissimmee,N,N,Y,34758,538,255,RENT,4,400.0,ACCOUNTINGMANAGER,54,EM,,4166.67,195.0,,,,,,,,,,,22.781,1942.0,3.0,5563.0,549.21,44,47,22JUL2010,86,N,N,N,76.0,134.8684,1,0,0,0,14.7119,11/30/2012,4,161,HILLNISSAN,17350.0,92.584,318.52,,NISSAN,ROGUE-4CYL.,48367,N,2009,N,0.0,0.0,,0.0,,,Y,N,0
282600,INDIRECTNEWAUTO,GATEWAY,3.74,75,26501.72,19FEB2016,398.89,Coupon,26501.72,Check-1-Draft-17,0,N,N,1340,ConsumerLending,N,N,Y,32707,734,310,RENT,18,500.0,RN,10,EM,,2666.67,457.0,0.0,336.0,RENT,18.0,500.0,ATTRANTIONSATTENDENT,36.0,EM,1583.33,0.0,43.668,0.0,0.0,7588.0,855.89,27,0,19FEB2016,19,N,N,N,,,0,0,0,0,1.5137,,0,0,CLASSICMAZDAEAST,23150.0,114.478,355.98,,MAZDA,CX-5FWD4DRMANSPORT,44,Y,2016,Y,500.0,500.0,,0.0,SCION,XB,N,N,0
98640,USEDMOTORCYCLE,LENDER,12.5,75,7695.95,12FEB2014,161.53,Cash,7696.0,Cash-2-Check-1-HomeBanking-1,0,Y,Y,1340,Kissimmee,N,N,Y,34744,617,286,OTHER,12,100.0,OPERATIONS,30,EM,,3228.33,238.0,,,,,,,,,,,15.473,923.0,1.0,923.0,399.53,39,7,26JUL2013,50,Y,N,N,106.0,466.8056,2,0,1,2,230.5375,10/7/2013,10,917,KISSIMMEEMOTORSPORTSINC,8099.0,95.023,185.3,,KAWASAKI,EX650FDS,0,N,2013,N,0.0,0.0,,0.0,,,Y,N,0
288847,INDIRECTUSEDAUTO,GATEWAY,3.29,72,22017.7,02MAR2016,337.86,Coupon,22017.7,Cash-1-Check-11,0,N,N,1617,,N,N,Y,32714,775,316,OWN,228,0.0,,0,RE,,3550.0,1023.0,,,,,,,,,,,38.334,5423.0,7.0,5423.0,1360.86,73,6,22SEP2015,24,Y,N,Y,19.0,966.6131,1,1,0,1,1532.2225,,0,0,EVOLUTIONAUTO,19350.0,113.787,271.46,,MITSUBISHI,OUTLANDER2WD4DRSE,28172,N,2014,Y,500.0,500.0,,0.0,VOLVO,V40,N,N,0
356700,USEDAUTO,CONSUMER,4.8,75,38611.43,28OCT2016,598.08,Coupon,38611.43,HomeBanking-9,0,N,N,1289,VirtualBranch,N,N,Y,34787-5385,678,147,BUYING,6,0.0,OPERATIONSMANAGER,71,EM,,6000.0,6507.01,660.0,168.0,BUYING,6.0,0.0,ROADDRIVER,210.0,EM,7800.0,0.0,51.486,14846.0,12.0,15984.0,7105.09,49,5,11MAY2016,16,Y,Y,N,29.0,697.6572,3,0,1,1,2614.4869,,0,0,,38675.0,99.836,597.31,SILVER,FORD,F150PICKUP,7100,N,2015,N,0.0,0.0,,0.0,,,N,N,0
389747,INDIRECTUSEDAUTO,GATEWAY,5.3,84,23281.78,28FEB2017,333.07,Coupon,23281.78,Cash-6,0,N,N,1054,ConsumerLending,N,N,Y,34758-3349,697,282,BUYING,180,0.0,PHARMACYTECHNICIAN,24,EM,,3510.67,1336.0,,,,,,,,,,,47.543,4484.0,5.0,4484.0,1669.07,55,0,28FEB2017,7,N,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALNISSAN,17175.0,135.556,323.84,,NISSAN,ROGUEFWD4DRS,30287,N,2014,Y,0.0,0.0,,0.0,,,N,N,0
139705,USEDAUTO,LENDER,2.75,49,10990.63,12JUN2014,252.17,Cash,10991.0,Cash-15-Check-1,0,Y,Y,1439,OrangeCity,N,N,Y,32738,538,237,LIVEWITHPARENTS,180,0.0,DISABILITY,5,OT,SSI,721.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,27.98,0.0,0.0,3637.0,252.17,24,0,11JUN2014,39,Y,N,N,,,1,1,0,1,5.3151,,0,0,,10350.0,106.19,248.0,,HYUNDAI,ELANTRA-4CYL.,100000,N,2010,N,0.0,0.0,,0.0,,,Y,Y,0
380489,USEDAUTO,LENDER,2.74,66,45050.0,24JAN2017,736.96,AutoTransfer,45050.0,Check-2-HomeBanking-15,0,N,N,1484,St.Cloud,N,N,Y,34744,752,397,OTHER,48,300.0,CLERK,234,EM,,3000.0,5089.0,826.0,338.0,BUYING,48.0,0.0,PHYISICAN,14.0,EM,14166.67,0.0,35.685,3756.0,6.0,80568.0,5825.96,38,52,24SEP2012,60,Y,Y,Y,64.0,1616.6923,2,0,2,0,2098.5197,10/25/2012,557,78,,64700.0,69.62899999999999,843.5,,NISSAN,GT-R,25000,N,2013,N,0.0,0.0,,0.0,,,N,N,0
322886,INDIRECTNEWAUTO,GATEWAY,4.2,75,26308.94,06JUL2016,400.13,Coupon,26308.94,ACH-2-Cash-15-Check-1,0,N,N,1617,ConsumerLending,N,N,Y,34746-7105,692,343,RENT,26,600.0,TRAFFIC/BOARDOPERATOR,36,EM,,2400.0,35.0,,,,,,,,,,,43.13,749.0,2.0,749.0,435.13,49,0,06JUL2016,14,N,N,N,,,0,0,0,0,5.0,,0,0,UNIVERSALNISSAN,20165.0,130.468,346.05,,HYUNDAI,VELOSTER3DRCPEAUTO,10,Y,2016,Y,0.0,-2450.0,,2450.0,HYUNDAI,SONATA,N,N,0
155664,USEDAUTO,LENDER,8.0,81,19463.25,04AUG2014,341.98,Cash,19464.0,Unknown--HomeBanking-34,0,Y,Y,1119,Kissimmee,N,N,Y,34741-6334,634,286,BUYING,1,0.0,SUPERVISOR,6,EM,,2990.0,531.0,,,,,,,,,,,29.197,219.0,2.0,801.0,872.98,34,8,17DEC2013,45,Y,N,N,79.0,1141.9584,1,0,1,0,5566.6534,4/12/2014,23,266,NAPLETONS,18750.0,103.804,362.06,,DODGE,JOURNEY-4CYL.,23779,N,2012,N,0.0,0.0,,0.0,,,Y,N,0
123594,INDIRECTNEWAUTO,GATEWAY,3.35,75,33918.54,25APR2014,502.57,Cash,33919.0,Check-1,0,N,N,1340,ConsumerLending,N,N,Y,32784,811,300,OWN,240,0.0,,240,EM,,4000.0,806.58,,,,,,,,,,,32.729,5325.0,7.0,5325.0,1309.15,48,238,10JUN1994,279,N,N,Y,103.0,1550.6117,2,1,0,0,88919.1117,10/26/2012,269,635,DAVIDMAUSCHEVROLET,54015.0,62.795,500.07,,CHEVROLET,SILVERADO1500-V8,11,Y,2014,Y,15692.0,15692.0,,0.0,CHEVROLET,SILVERADO1500,N,N,0
131445,USEDAUTO,LENDER,2.75,48,18488.41,15MAY2014,407.66,Cash,18489.0,Unknown-,0,N,N,1340,Mills,N,N,Y,32806,677,294,RENT,120,630.0,FIANCEPAYROLLS,240,EM,,2541.67,85.0,,,,,,,,,,,44.17,719.0,5.0,719.0,492.66,59,90,06NOV2006,130,N,N,N,78.0,557.8096,3,0,0,0,176.7247,10/27/2012,158,412,,17050.0,108.436,403.55,,TOYOTA,COROLLA,6510,N,2013,N,0.0,0.0,,0.0,,,N,N,0
408064,INDIRECTNEWAUTO,GATEWAY,4.15,84,31041.03,04MAY2017,428.5,Coupon,31041.03,ACH-4-Check-1,0,N,N,1617,ConsumerLending,N,N,Y,32712,709,347,OWN,24,0.0,CASHIER,60,EM,,2500.0,369.0,,,,,,,,,,,31.9,2079.0,7.0,2079.0,797.5,68,0,04MAY2017,4,N,N,N,,,0,0,0,0,5.0,,0,0,CLASSICHONDA,24985.0,124.239,411.88,,HONDA,CR-V2.4L2WDLX,27,Y,2017,Y,0.0,-3040.0,,3040.0,HONDA,ACCORDSEDAN,N,N,0
173881,NEWAUTO,LENDER,2.75,48,16608.45,08OCT2014,388.07,Cash,16648.97,Unknown--Check-1-HomeBanking-6,0,Y,Y,1484,St.Cloud,N,N,Y,34744-6038,599,59,LIVEWITHPARENTS,216,150.0,NURSE,3,EM,,4000.0,1960.3,744.0,293.0,OWN,300.0,0.0,MAINTENENCE,300.0,EM,4575.0,0.0,29.136,31580.0,35.0,54164.0,2348.37,23,226,05DEC1995,261,Y,Y,Y,90.0,1988.6918,2,0,0,0,854.561,10/26/2012,720,276,STARLINGCHEVROLET,21950.0,75.665,385.54,,CHEVROLET,MALIBU,15421,Y,2014,N,0.0,0.0,,0.0,,,N,N,0
